X,Y,base_station_user,sector_of_BS_user,sector_user,ModulationType,Power_W_,BS_UEDistance_km_,BS_UEAngle_degrees_,Throughput_Mbps_
-1538.49470356819,1229.9528361354,10,1,28,QPSK,0.176420928002256,2.17576007542531,195.063406098168,379.315338768125
-1392.16077646786,1583.57252266429,9,1,25,16-QAM,0.0533310266452049,1.9688126510847,326.605415056883,299.266045568557
34.9003986739667,-1440.54203553011,1,1,1,QPSK,0.0003116662468,0.0493566171369517,347.032824633017,1161.31844720203
-1482.40475754256,1613.02101938805,9,1,25,16-QAM,0.125556862605383,2.09643691304308,152.344674225625,814.071594263334
1451.92118471905,521.828372528267,12,2,35,64-QAM,0.0177773340243813,2.05332663092649,314.814694629047,1192.71598453783
616.326716848209,-1554.88299028864,7,1,19,64-QAM,0.0136194110506357,0.87161760181962,192.21415411592,628.549843611808
159.214319833864,-852.220482386022,1,3,3,16-QAM,0.005459198082252,0.225163050433059,215.237926948806,241.695995874913
-981.174169987287,189.916791843944,14,2,41,64-QAM,0.219216683668987,1.38758981824619,263.987159298443,1492.66279339349
1034.61397929286,1784.38242083877,17,3,51,QPSK,0.215194800457235,1.46316512133676,284.441735631154,176.481928862426
-1046.81988834604,1813.04569632042,16,2,47,16-QAM,0.173600518691897,1.48042688346085,0.643953210549628,317.376338069352
-1545.13264714052,-1321.61968571557,10,2,29,16-QAM,0.0145253556663441,2.18514754525156,11.5385968385789,592.98336472511
621.799890554144,1835.19539026741,7,2,20,QPSK,0.125650556782843,0.879357838303777,66.7176254217501,255.72895238026
-820.121174406584,1783.06263264519,3,1,7,QPSK,0.055381638911921,1.15982648763514,90.1381717774613,977.325636697673
466.990618646639,-48.9116305381224,19,2,56,64-QAM,0.143508889695989,0.660424466391078,229.401888377568,762.890333427274
46.5328333195903,1173.86955784584,2,3,6,QPSK,0.0003000293538925,0.0658073639762112,220.82603049324,1384.28813504733
-606.163551465099,-1382.68691722495,14,3,42,64-QAM,0.103565936700454,0.857244715498185,324.167065797334,119.702924600336
-1548.9078830706,-295.9273800362,9,3,27,QPSK,0.168988045514625,2.19048653510504,32.2332987107102,1218.61480332934
-80.0135582671851,1622.18365755817,5,2,14,16-QAM,0.0076941112951708,0.113156259275183,276.529473558755,167.011434028812
-576.042523931591,1142.52140986321,3,3,9,64-QAM,0.0819874464268905,0.814647149847685,109.719673238404,932.249794617439
-1461.99156259354,1792.09250692361,15,3,45,16-QAM,0.0113096389991304,2.06756829589481,338.076788080696,1173.80550251298
-164.064482984744,612.618982803019,5,2,14,64-QAM,0.256645203132712,0.232022216940755,210.188461702558,1056.72500343332
-651.113435578359,-1794.96506821508,16,1,46,QPSK,0.224306547605312,0.920813451238256,191.576861295521,1128.23035451539
810.982784204313,1363.5504871567,17,1,49,16-QAM,0.186690439068009,1.14690285227283,23.9086156158291,1122.40198080063
-785.80191858311,1693.07872892517,3,2,8,64-QAM,0.0035235557067384,1.11129173059903,254.370933870201,137.879004275017
-100.66269663651,701.906875740705,11,2,32,QPSK,0.0076864764818583,0.142358550808401,251.040096641885,233.810509037609
680.651066034571,1008.68464449293,19,2,56,QPSK,0.0064629471083719,0.962585968829795,162.086908122733,1458.09785973067
1403.88555916991,951.962823452245,13,2,38,QPSK,0.0261916138400751,1.98539399779782,287.466199885758,1077.71007283133
1244.5913075036,-410.609464936578,13,2,38,16-QAM,0.212936038079188,1.76011790668325,80.1597577951578,914.260382043092
599.346941406214,611.598490720595,17,2,50,QPSK,0.15757808484113,0.847604573103501,267.94447522306,699.606768675133
1042.28160424466,-1268.91312431566,7,1,19,64-QAM,0.0453189682124549,1.47400878053479,160.268839193876,1081.23025965476
-1016.48581700579,807.955729771914,9,3,27,16-QAM,0.137384768073687,1.43752802836948,100.908706142079,1261.44191697565
-789.630076247474,-1810.02664472765,4,1,10,64-QAM,0.047383937833737,1.11670556308688,8.37411264090894,447.386312883115
15.4786208413775,-858.337144515042,5,1,13,16-QAM,0.0957778765582847,0.0218900755207069,305.372902314768,712.223226835958
141.478068088484,-1754.34981458883,5,1,13,16-QAM,0.0987827159999071,0.200080202669079,115.565612982098,501.810921069169
1342.83052902726,-1556.46968385194,13,2,38,64-QAM,0.0348787990570483,1.89904914611899,295.387925988928,348.925033589258
705.067226321388,1263.8676693478,6,1,16,64-QAM,0.0637788327103185,0.997115633848488,131.15366493418,890.8022105887
89.3409785385552,764.398107409467,8,1,22,64-QAM,0.22556294855308,0.126347223524908,156.656478180294,575.981349560353
-1429.97788991536,-702.331077673786,15,3,45,QPSK,0.0251203681622931,2.02229412581196,158.589826973104,1490.65526635408
1526.31852358474,1756.09546096875,18,3,54,64-QAM,0.0173074422481248,2.15854035655481,16.586312539263,1468.92749946601
-892.509513756314,-1799.87940872217,4,2,11,64-QAM,0.112222479749315,1.2621990589012,124.854262315524,569.111740631037
1289.37197925218,-229.981780656786,12,2,35,64-QAM,0.0186465824816649,1.82344734000228,130.428116063559,373.531681106425
-109.46268063509,-452.035688432537,1,2,2,64-QAM,0.24113988541017,0.154803607527859,122.761558930518,412.261980705374
-1623.73476560848,1038.88154837298,9,2,26,QPSK,0.0906152046296665,2.29630772722021,83.4505253995345,260.606191635726
588.509513732042,1154.14162014752,17,2,50,QPSK,0.0210826218493851,0.832278135905449,233.756993870262,985.716557029932
1071.40764986705,-1208.00442210664,19,1,55,64-QAM,0.170936136814578,1.51519922927226,179.785314460593,683.450054444862
1354.56964688114,-31.8700452448081,18,2,53,QPSK,0.199285294986311,1.91565076579825,229.072584838058,1373.52204372535
1566.54838483744,-203.414786442636,12,3,36,16-QAM,0.0042088285038309,2.21543397195077,223.108335554419,412.873993694562
-688.072746259534,576.011093446235,14,1,40,64-QAM,0.0079955910385987,0.973081809659534,151.021276425517,321.216821164552
743.365569795667,820.842469040683,19,2,56,16-QAM,0.0001533354343725,1.05127767060624,288.362235910338,1492.76836853195
-995.458166810918,996.82804763015,4,2,11,16-QAM,0.0698983559255262,1.40779044027906,308.713521240767,134.309784890274
11.0538414554258,-861.823737589852,2,1,4,16-QAM,0.0024851228813553,0.0156324925025851,115.295790653815,169.479748122228
-1308.71763916419,705.663781383852,15,3,45,16-QAM,0.0300693614002026,1.85080623462289,55.8173726152074,1406.57659254999
597.167783796901,610.123385628886,19,3,57,16-QAM,0.150329544693292,0.844522778857862,25.1580633423754,689.939465959537
-132.147942199967,-1302.20982249176,5,2,14,64-QAM,0.048225908656848,0.186885412098889,338.930724241133,477.56300706867
1532.55262139365,-1471.56399213412,12,1,34,64-QAM,0.15554585219759,2.16735670222534,304.77654472915,586.411346192914
1294.07518292097,1.52257737349055,12,2,35,16-QAM,0.174916962041393,1.83009867441728,28.2721563359226,1372.99906603655
-564.922450176084,1793.06921076807,3,1,7,16-QAM,0.179336223441115,0.798920990728057,143.894718126233,750.547502370463
-181.910113736509,-611.910155307494,5,2,14,16-QAM,0.139575846157434,0.257259749979004,96.8643324713194,1123.26302892535
1379.12460991225,338.971233381,13,2,38,16-QAM,0.0307548868130087,1.95037672754041,269.544521379802,1027.95872391936
-476.013046133008,-1064.56830751087,14,3,42,64-QAM,0.216983554606229,0.67318410570783,35.9480666891997,1027.60892941062
-872.732544357046,983.549590100519,4,2,11,QPSK,0.111039512370411,1.23423020055411,220.749110611956,392.019338889435
116.905443429514,-943.095161858237,8,3,24,64-QAM,0.0346816792041544,0.165329263613259,50.3399963784451,146.1260207757
-1275.28688004866,31.0063343095831,10,3,30,64-QAM,0.0579645115016712,1.80352800168128,108.875059954836,745.747178718953
-1505.00140113679,780.893556330854,15,1,43,64-QAM,0.002891632356964,2.12839339287816,342.774596689655,936.175672701394
-648.774669981545,1525.75948771144,3,3,9,64-QAM,0.0190072081737023,0.91750593721203,25.1554604739182,553.839311367883
1578.14725042291,1791.31201562869,13,3,39,64-QAM,0.0050309309785396,2.23183724496988,115.411263107395,1472.5554053281
-548.962366117965,191.213761742298,14,1,40,QPSK,0.0753636341993896,0.77635002339645,93.777293299738,139.011676712128
-56.2184171102858,-1395.35291839577,2,2,5,QPSK,0.0030994696750061,0.0795048479325139,282.393173420049,1116.96062763197
-582.365600930379,-1353.92281075844,4,1,10,QPSK,0.201903003242465,0.8235893310953,67.8827117526816,1047.4449716326
1355.45068575415,-933.724900195308,12,2,35,QPSK,0.017893378128465,1.91689674292144,309.170608892765,1355.16830854805
-864.670916920752,1330.88634327398,14,2,41,64-QAM,0.0273128096038701,1.22282933769891,183.429443404591,764.880511260826
798.924796741624,-946.251809139892,19,1,55,64-QAM,0.108066334157916,1.12985028286817,231.385864285773,753.655985348375
80.263338534136,1228.24873345232,2,1,4,16-QAM,0.109717091369698,0.113509501916318,191.020557323889,333.086163222438
538.727071520119,-988.022253688916,7,2,20,QPSK,0.0378848584393411,0.761875130961292,309.523596651112,900.146963841988
1366.01947516394,1674.71351003248,12,2,35,16-QAM,0.0572063339043171,1.93184326824262,109.268512492508,718.155560683985
667.436099240832,-574.640792717043,6,2,17,QPSK,0.0055615345685342,0.943897183563779,90.6322872125834,1423.33139095284
602.109691433273,-1170.25120996704,19,2,56,16-QAM,0.0145274987105469,0.851511691661215,7.37938716578577,618.845894313199
-577.647337544873,-958.670948185302,16,1,46,16-QAM,0.0096742936713048,0.816916699024669,110.007041398636,874.59918223944
661.977619034481,458.478597893573,7,1,19,16-QAM,0.119468054586054,0.936177726826013,153.123155328114,786.890674353288
-222.603475352697,-95.8448957704759,11,2,32,64-QAM,0.029918692271869,0.314808853875169,117.791053083752,803.00595580608
-956.640219186616,-568.133859396903,4,2,11,QPSK,0.0498552399651835,1.35289357228528,275.724582427511,717.403229234728
188.995466077794,1292.48861916867,5,3,15,QPSK,0.0627833509442192,0.267279951354241,100.945011931095,1188.26337208381
-1278.86283010101,338.957022205474,9,3,27,16-QAM,0.197167829926989,1.80858515874369,320.490096097502,730.633548294732
-877.333717728145,200.952675856234,16,2,47,64-QAM,0.140929461578171,1.24073724233835,289.577941425607,1488.19116371111
1528.9654037248,1627.84563662543,18,1,52,QPSK,0.000434027832657,2.16228361034687,285.472310817104,568.31891812769
862.704582700809,-823.716021622654,19,3,57,QPSK,0.0013473910488407,1.22004852117691,220.112143433159,1430.8507077226
1435.70492678251,1006.5881971987,13,3,39,64-QAM,0.0217663161675924,2.0303933790217,120.905885875175,827.945091375926
-1291.60606993451,993.109717025056,15,1,43,QPSK,0.0322968846947604,1.8266068213448,144.188443341635,1276.32437896029
-115.048204271016,-456.355973911664,11,2,32,64-QAM,0.0862519068562494,0.16270273080674,32.2270161985763,1151.01148341194
638.842603902685,271.227667504488,6,2,17,16-QAM,0.0344159856595886,0.90345987466092,57.771790335783,1419.54116724945
-1557.29882036994,-1639.09057399825,15,2,44,16-QAM,0.0053290804044267,2.20235311243479,355.66293225073,479.779859246338
-132.827191474821,-1724.14487105607,8,2,23,QPSK,0.196269454783818,0.187846015635619,191.893203151784,339.653418430448
1350.38333251155,127.462456312588,18,1,52,64-QAM,0.250582647240323,1.90973042324041,287.205313617285,1350.03497353757
492.225126880691,1091.88646466632,7,2,20,64-QAM,0.0511628964115065,0.69611145017549,229.215233974701,747.337180200467
1478.33028054441,1693.1464350641,12,3,36,16-QAM,0.0351632508277555,2.09067473241273,119.401443372681,1216.84442640112
61.6151591137555,-1429.20598218672,1,1,1,64-QAM,0.0057882348256431,0.0871369936664492,356.478379910369,808.414508597168
152.192276377727,275.118530100535,11,1,31,QPSK,0.0524681793991318,0.215232381341815,191.476793040406,619.150913815085
-1472.04897771315,-110.981708278401,15,1,43,64-QAM,0.127446058014274,2.08179162875939,168.441628789219,565.106338844642
-1157.04201941636,-1887.41821663572,15,3,45,64-QAM,0.0959729335235785,1.63630451609417,110.064038764759,1188.67531642978
1198.4147376937,-624.580763558082,12,2,35,64-QAM,0.130752272428041,1.69481437539423,261.65816049536,866.205330480302
-1515.69567811829,-1303.87729540883,9,3,27,16-QAM,0.0711660938985615,2.14351738442517,168.355888633073,785.794159491365
922.940594301255,1150.58725873088,7,3,21,16-QAM,0.16894933845655,1.30523510572552,308.800274099732,375.213167019099
-1317.30685341467,-725.180458342053,9,3,27,64-QAM,0.0313680953939823,1.86295321790605,72.3909075841065,1341.42540643254
16.9803701344522,118.66968164638,1,1,1,QPSK,0.004857806193957,0.0240138697382573,167.011538483585,336.960195650066
-722.334246009758,-1290.41711794183,4,3,12,16-QAM,0.214832814308914,1.02153488727354,190.013010011057,195.619422976558
665.368406397214,403.872741132281,6,2,17,16-QAM,0.0167706187000636,0.940973024301513,79.6230924923999,610.631056191867
1351.30805986838,-912.51185296017,13,2,38,QPSK,0.0533846654192123,1.91103818520994,242.987014191418,1130.30711525919
1414.75726847684,606.166956908972,12,3,36,64-QAM,0.0033297542506408,2.00076891654586,101.186614845587,182.216141709521
225.211915846615,742.598377189577,2,1,4,16-QAM,0.224210629578389,0.318497745798311,335.290769678762,1043.91881256435
